5340	7253	1
5340	7600	2
5340	7660	2
5340	7817	3
5340	7842	3
5340	7843	2
5340	7845	1
5340	7848	3
5340	8354	1
5340	9386	2
5340	9818	3
5340	9901	1
5340	9902	1
5340	10058	2
5388	5389	3
5388	5630	3
5388	5632	2
5388	5633	1
5388	5643	1
5388	5645	1
5388	7184	1
5388	7253	1
5388	7730	3
5388	7829	2
5388	7838	1
5388	7840	1
5388	7843	2
5388	7845	1
5388	7848	1
5388	9386	1
5388	9819	3
5388	10058	1
5389	5419	3
5389	5630	4
5389	5632	4
5389	5633	2
5389	5643	4
5389	5644	2
5389	5645	3
5389	6320	1
5389	6697	1
5389	7184	1
5389	7187	3
5389	7253	1
5389	7660	1
5389	7730	7
5389	7829	3
5389	7837	1
5389	7838	1
5389	7840	2
5389	7842	1
5389	7843	4
5389	7845	3
5389	7848	2
5389	9386	1
5389	9819	3
5389	10058	1
5407	5630	2
5407	5634	1
5407	5639	1
5407	5643	3
5407	5645	2
5407	6238	3
5407	6697	2
5407	6779	2
5407	7137	2
5407	7188	1
5407	7600	3
5407	7660	3
5407	7817	3
5407	7842	2
5407	7843	3
5407	7845	1
5407	7848	2
5407	8354	2
5407	9386	2
5407	9818	4
5407	9901	4
5407	9902	2
5407	10058	1
5419	5629	1
5419	5630	1
5419	5632	4
5419	5633	1
5419	5639	2
5419	5643	6
5419	5644	1
5419	5645	1
5419	6320	2
5419	6697	1
5419	6779	1
5419	7184	2
5419	7187	3
5419	7188	2
5419	7253	1
5419	7730	5
5419	7829	3
5419	7837	2
5419	7838	3
5419	7843	3
5419	7845	1
5419	7848	1
5419	8354	2
5419	9386	1
5419	9819	1
5419	9901	2
5629	5633	1
5629	5639	2
5629	5643	2
5629	5644	1
5629	5645	1
5629	6320	2
5629	7184	2
5629	7187	3
5629	7837	2
5629	7838	3
5629	7840	1
5629	7843	2
5629	7845	1
5629	7848	1
5630	5632	2
5630	5633	1
5630	5639	1
5630	5643	2
5630	5645	2
5630	6238	1
5630	6320	1
5630	6697	1
5630	6779	1
5630	7137	1
5630	7184	1
5630	7187	1
5630	7253	1
5630	7600	2
5630	7660	1
5630	7730	4
5630	7817	2
5630	7829	2
5630	7838	1
5630	7840	1
5630	7842	1
5630	7843	3
5630	7845	1
5630	7848	2
5630	9386	1
5630	9818	1
5630	9819	3
5630	9901	1
5630	9902	1
5630	10058	2
5632	5643	4
5632	5645	1
5632	7184	2
5632	7187	1
5632	7253	1
5632	7730	5
5632	7829	4
5632	7837	1
5632	7838	2
5632	7840	1
5632	7843	2
5632	7845	2
5632	7848	2
5632	8354	1
5632	9819	2
5632	9901	1
5632	10058	1
5633	5639	1
5633	5643	2
5633	5644	1
5633	5645	1
5633	6320	1
5633	7184	1
5633	7187	1
5633	7660	1
5633	7730	1
5633	7837	1
5633	7838	1
5633	7842	1
5633	7843	2
5633	9386	1
5633	9819	1
5634	5643	3
5634	5644	1
5634	5645	1
5634	6697	1
5634	7137	2
5634	7188	1
5634	7253	1
5634	7600	1
5634	7660	1
5634	7817	1
5634	7829	1
5634	7842	1
5634	7843	2
5634	7845	1
5634	7848	1
5634	8354	1
5634	9386	2
5634	9818	2
5634	9901	1
5634	9902	1
5634	10058	1
5639	5643	3
5639	5644	1
5639	5645	2
5639	6320	2
5639	6697	1
5639	7137	1
5639	7184	2
5639	7187	2
5639	7188	1
5639	7600	1
5639	7660	1
5639	7817	1
5639	7837	2
5639	7838	3
5639	7842	1
5639	7843	2
5639	7845	1
5639	7848	1
5639	8354	1
5639	9386	1
5639	9818	1
5639	10058	1
5643	5644	3
5643	5645	5
5643	6238	2
5643	6320	2
5643	6697	5
5643	6779	2
5643	7137	2
5643	7184	3
5643	7187	4
5643	7188	4
5643	7253	3
5643	7600	2
5643	7660	3
5643	7730	6
5643	7817	3
5643	7829	4
5643	7837	3
5643	7838	5
5643	7842	3
5643	7843	7
5643	7845	4
5643	7848	5
5643	8354	4
5643	9386	4
5643	9818	3
5643	9819	2
5643	9901	5
5643	9902	2
5643	10058	2
5644	5645	2
5644	6320	1
5644	6697	1
5644	7184	1
5644	7187	2
5644	7730	2
5644	7829	1
5644	7837	1
5644	7838	1
5644	7840	1
5644	7843	2
5644	7845	1
5644	7848	1
5645	6238	1
5645	6697	2
5645	7137	1
5645	7187	1
5645	7188	2
5645	7253	1
5645	7600	1
5645	7660	3
5645	7730	2
5645	7817	2
5645	7829	2
5645	7838	3
5645	7840	2
5645	7842	3
5645	7843	2
5645	7845	2
5645	7848	4
5645	8354	2
5645	9386	2
5645	9818	2
5645	9819	1
5645	9901	1
5645	10058	2
6238	6697	2
6238	6779	2
6238	7188	1
6238	7600	2
6238	7660	1
6238	7817	2
6238	7842	1
6238	7843	2
6238	7845	1
6238	7848	1
6238	8354	1
6238	9386	1
6238	9818	2
6238	9901	3
6238	9902	2
6320	7184	2
6320	7187	3
6320	7730	1
6320	7837	2
6320	7838	2
6320	7843	2
6320	7845	1
6697	6779	1
6697	7137	1
6697	7187	1
6697	7188	3
6697	7253	1
6697	7600	2
6697	7660	1
6697	7730	1
6697	7817	3
6697	7838	1
6697	7842	2
6697	7843	3
6697	7845	1
6697	7848	3
6697	8354	2
6697	9386	3
6697	9818	2
6697	9901	2
6697	9902	2
6697	10058	1
6779	7188	1
6779	7253	1
6779	7600	2
6779	7730	1
6779	7817	1
6779	7829	1
6779	7843	2
6779	7845	1
6779	9818	1
6779	9819	1
6779	9901	3
6779	9902	2
7137	7188	1
7137	7253	1
7137	7600	2
7137	7660	2
7137	7817	2
7137	7842	2
7137	7843	2
7137	7845	1
7137	7848	2
7137	8354	1
7137	9386	2
7137	9818	3
7137	9901	1
7137	9902	1
7137	10058	2
7184	7187	2
7184	7730	2
7184	7829	1
7184	7837	2
7184	7838	2
7184	7840	1
7184	7843	3
7184	7845	1
7184	9819	1
7187	7730	3
7187	7837	3
7187	7838	3
7187	7840	1
7187	7843	2
7187	7845	2
7187	7848	2
7188	7253	2
7188	7600	1
7188	7660	1
7188	7730	1
7188	7817	2
7188	7829	1
7188	7838	1
7188	7842	2
7188	7843	3
7188	7845	1
7188	7848	2
7188	8354	2
7188	9386	3
7188	9818	2
7188	9819	1
7188	9901	2
7188	9902	1
7188	10058	1
7253	7600	1
7253	7730	2
7253	7817	1
7253	7829	2
7253	7838	1
7253	7842	1
7253	7843	2
7253	7845	2
7253	7848	2
7253	9386	1
7253	9818	1
7253	9819	2
7253	9901	1
7253	9902	1
7253	10058	2
7600	7660	1
7600	7817	3
7600	7842	2
7600	7843	2
7600	7845	2
7600	7848	2
7600	9386	1
7600	9818	3
7600	9901	2
7600	9902	3
7600	10058	2
7660	7817	2
7660	7842	3
7660	7843	2
7660	7848	2
7660	8354	2
7660	9386	2
7660	9818	3
7660	9901	2
7660	10058	1
7730	7829	4
7730	7837	1
7730	7838	2
7730	7840	2
7730	7843	4
7730	7845	3
7730	7848	3
7730	8354	1
7730	9386	1
7730	9819	4
7730	9901	2
7730	10058	1
7817	7842	3
7817	7843	3
7817	7845	1
7817	7848	3
7817	8354	1
7817	9386	2
7817	9818	3
7817	9901	2
7817	9902	2
7817	10058	2
7829	7838	2
7829	7840	1
7829	7843	3
7829	7845	1
7829	7848	2
7829	8354	1
7829	9819	3
7829	9901	2
7829	10058	1
7837	7838	2
7837	7843	2
7837	7845	2
7838	7840	1
7838	7843	2
7838	7845	2
7838	7848	3
7838	8354	2
7838	9386	1
7838	9819	1
7838	9901	1
7838	10058	1
7840	7843	2
7840	7845	1
7840	7848	1
7840	9819	1
7842	7843	2
7842	7845	1
7842	7848	3
7842	8354	1
7842	9386	2
7842	9818	3
7842	9901	1
7842	9902	1
7842	10058	2
7843	7845	3
7843	7848	2
7843	8354	2
7843	9386	4
7843	9818	3
7843	9819	3
7843	9901	4
7843	9902	2
7843	10058	1
7845	7848	2
7845	9386	1
7845	9818	2
7845	9819	1
7845	9901	1
7845	9902	2
7845	10058	2
7848	8354	2
7848	9386	2
7848	9818	3
7848	9819	1
7848	9901	2
7848	9902	1
7848	10058	3
8354	9386	3
8354	9818	2
8354	9901	3
9386	9818	3
9386	9819	1
9386	9901	2
9386	9902	1
9386	10058	1
9818	9901	3
9818	9902	2
9818	10058	2
9819	9901	1
9819	10058	1
9901	9902	2
9902	10058	1
