716	717	2
716	721	1
716	3192	1
716	4708	1
716	5277	1
716	5278	1
716	5281	1
716	5389	1
716	5419	2
716	5629	3
716	5630	1
716	5633	1
716	5639	2
716	5643	2
716	5644	1
716	5645	1
716	6320	3
716	7184	2
716	7187	4
716	7730	1
716	7837	2
716	7838	3
716	7840	1
716	7843	2
716	7845	1
716	7848	1
717	721	3
717	731	1
717	732	1
717	2865	2
717	3192	2
717	4625	1
717	5159	2
717	5277	2
717	5278	2
717	5280	1
717	5281	2
717	5388	1
717	5389	2
717	5419	3
717	5629	2
717	5630	1
717	5632	1
717	5633	1
717	5639	3
717	5643	5
717	5644	2
717	5645	3
717	6320	2
717	6697	1
717	6779	1
717	7184	2
717	7187	2
717	7188	2
717	7253	2
717	7730	3
717	7829	2
717	7837	2
717	7838	4
717	7840	1
717	7843	4
717	7845	3
717	7848	1
717	8354	1
717	9386	1
717	9819	2
717	9901	1
717	10058	1
721	731	3
721	732	1
721	2447	1
721	2865	2
721	3192	1
721	5159	1
721	5277	4
721	5278	4
721	5281	3
721	5388	2
721	5389	4
721	5419	1
721	5629	1
721	5630	2
721	5632	2
721	5633	2
721	5639	1
721	5643	3
721	5644	2
721	5645	3
721	6320	1
721	7184	2
721	7187	1
721	7253	1
721	7660	1
721	7730	3
721	7829	2
721	7837	1
721	7838	2
721	7840	2
721	7842	1
721	7843	3
721	7845	2
721	7848	1
721	9819	2
721	10058	1
731	732	2
731	956	2
731	2447	2
731	2865	3
731	3646	2
731	4622	2
731	4625	2
731	5159	1
731	5276	3
731	5277	4
731	5278	4
731	5281	3
731	5340	2
731	5388	3
731	5389	4
731	5407	4
731	5419	1
731	5630	4
731	5632	3
731	5633	2
731	5634	1
731	5639	1
731	5643	5
731	5645	4
731	6238	2
731	6697	1
731	6779	1
731	7137	2
731	7184	1
731	7188	1
731	7253	1
731	7600	2
731	7660	4
731	7730	4
731	7817	2
731	7829	3
731	7838	2
731	7840	1
731	7842	3
731	7843	4
731	7845	2
731	7848	4
731	8354	3
731	9386	3
731	9818	4
731	9819	3
731	9901	4
731	9902	1
731	10058	2
732	956	1
732	2865	3
732	3646	1
732	4708	1
732	5276	1
732	5277	1
732	5278	1
732	5280	1
732	5340	2
732	5389	2
732	5407	1
732	5419	2
732	5630	1
732	5632	1
732	5633	1
732	5634	1
732	5639	1
732	5643	3
732	5645	2
732	6697	1
732	6779	1
732	7137	2
732	7188	2
732	7253	2
732	7600	2
732	7660	2
732	7730	1
732	7817	2
732	7829	2
732	7842	3
732	7843	3
732	7845	1
732	7848	2
732	9386	1
732	9818	2
732	9819	1
732	9901	1
732	9902	1
732	10058	2
956	2865	1
956	3646	2
956	4622	1
956	4625	1
956	5276	3
956	5340	2
956	5407	2
956	5634	1
956	5643	2
956	5645	1
956	6238	2
956	6697	2
956	6779	1
956	7137	1
956	7188	2
956	7253	1
956	7600	2
956	7660	1
956	7817	2
956	7842	2
956	7843	2
956	7845	2
956	7848	2
956	8354	1
956	9386	2
956	9818	3
956	9901	2
956	9902	2
956	10058	1
2447	2865	2
2447	4622	1
2447	5277	2
2447	5278	2
2447	5281	2
2447	5388	2
2447	5389	2
2447	5630	2
2447	5632	1
2447	5633	1
2447	5634	1
2447	5643	1
2447	5644	1
2447	5645	1
2447	7184	1
2447	7730	2
2447	7829	2
2447	7840	1
2447	7843	2
2447	9386	1
2447	9819	2
2865	3192	1
2865	3646	1
2865	4622	2
2865	4708	2
2865	5276	1
2865	5277	4
2865	5278	3
2865	5280	2
2865	5281	4
2865	5340	1
2865	5388	1
2865	5389	4
2865	5407	2
2865	5419	3
2865	5630	2
2865	5632	3
2865	5634	1
2865	5639	1
2865	5643	4
2865	5644	3
2865	5645	3
2865	6238	1
2865	6697	1
2865	6779	2
2865	7137	1
2865	7184	2
2865	7187	1
2865	7188	1
2865	7253	1
2865	7600	2
2865	7660	1
2865	7730	5
2865	7817	1
2865	7829	4
2865	7840	2
2865	7842	1
2865	7843	4
2865	7845	2
2865	7848	2
2865	9818	2
2865	9819	2
2865	9901	2
2865	9902	1
2865	10058	1
3192	5277	1
3192	5278	1
3192	5281	2
3192	5389	1
3192	5419	1
3192	5629	1
3192	5639	1
3192	5643	1
3192	5644	1
3192	5645	1
3192	6320	1
3192	7184	1
3192	7187	1
3192	7730	1
3192	7837	1
3192	7838	1
3192	7840	1
3192	7843	2
3192	7845	2
3646	4622	2
3646	4625	2
3646	5276	4
3646	5340	1
3646	5407	3
3646	5630	1
3646	5634	2
3646	5643	3
3646	6238	2
3646	6697	2
3646	6779	2
3646	7137	2
3646	7188	1
3646	7253	1
3646	7600	3
3646	7660	1
3646	7817	2
3646	7842	1
3646	7843	3
3646	7845	2
3646	7848	1
3646	8354	1
3646	9386	2
3646	9818	3
3646	9901	3
3646	9902	3
3646	10058	1
4622	4625	1
4622	5276	2
4622	5407	2
4622	5634	2
4622	5643	2
4622	5644	1
4622	5645	1
4622	6238	1
4622	6779	1
4622	7137	1
4622	7600	1
4622	7660	1
4622	7829	1
4622	7843	1
4622	7845	1
4622	8354	1
4622	9386	1
4622	9818	2
4622	9901	2
4622	9902	1
4625	5159	1
4625	5276	3
4625	5340	1
4625	5407	3
4625	5419	1
4625	5630	1
4625	5634	1
4625	5639	1
4625	5643	4
4625	5645	2
4625	6238	2
4625	6697	3
4625	6779	1
4625	7137	1
4625	7188	2
4625	7600	1
4625	7660	2
4625	7817	2
4625	7838	1
4625	7842	1
4625	7843	3
4625	7848	1
4625	8354	3
4625	9386	3
4625	9818	2
4625	9901	3
4625	9902	1
4708	5277	1
4708	5281	1
4708	5389	1
4708	5419	2
4708	5629	1
4708	5632	2
4708	5643	1
4708	5645	1
4708	7184	1
4708	7187	1
4708	7730	1
4708	7829	1
4708	7838	1
4708	7840	1
4708	7843	1
4708	7848	1
5159	5277	2
5159	5278	2
5159	5280	1
5159	5281	2
5159	5388	1
5159	5389	2
5159	5419	2
5159	5630	1
5159	5632	2
5159	5639	1
5159	5643	3
5159	5645	2
5159	6697	1
5159	7187	1
5159	7188	1
5159	7253	1
5159	7730	2
5159	7829	1
5159	7837	1
5159	7838	2
5159	7845	2
5159	7848	1
5159	8354	1
5159	9386	1
5159	9819	1
5159	10058	1
5276	5340	2
5276	5407	4
5276	5630	1
5276	5634	2
5276	5643	4
5276	5645	1
5276	6238	3
5276	6697	3
5276	6779	2
5276	7137	2
5276	7188	2
5276	7253	1
5276	7600	3
5276	7660	2
5276	7817	3
5276	7842	2
5276	7843	4
5276	7845	2
5276	7848	2
5276	8354	2
5276	9386	3
5276	9818	4
5276	9901	4
5276	9902	3
5276	10058	1
5277	5278	8
5277	5280	2
5277	5281	8
5277	5388	3
5277	5389	8
5277	5419	3
5277	5630	4
5277	5632	4
5277	5633	2
5277	5643	5
5277	5644	2
5277	5645	3
5277	6320	1
5277	6697	1
5277	7184	2
5277	7187	3
5277	7253	1
5277	7660	1
5277	7730	8
5277	7829	2
5277	7837	1
5277	7838	1
5277	7840	2
5277	7842	1
5277	7843	3
5277	7845	3
5277	7848	2
5277	9386	1
5277	9819	3
5277	10058	1
5278	5280	2
5278	5281	7
5278	5388	3
5278	5389	8
5278	5419	2
5278	5630	4
5278	5632	3
5278	5633	2
5278	5643	4
5278	5644	2
5278	5645	3
5278	6320	1
5278	6697	1
5278	7184	1
5278	7187	3
5278	7253	1
5278	7660	1
5278	7730	7
5278	7829	2
5278	7837	1
5278	7838	1
5278	7840	2
5278	7842	1
5278	7843	3
5278	7845	3
5278	7848	2
5278	9386	1
5278	9819	3
5278	10058	1
5280	5281	2
5280	5389	2
5280	5419	2
5280	5632	1
5280	5643	3
5280	5644	1
5280	6697	1
5280	6779	1
5280	7187	2
5280	7188	1
5280	7253	1
5280	7730	3
5280	7829	1
5280	7837	1
5280	7843	1
5280	7845	1
5280	7848	1
5280	9819	1
5280	9901	1
5281	5388	3
5281	5389	7
5281	5419	4
5281	5630	4
5281	5632	4
5281	5633	1
5281	5643	4
5281	5644	2
5281	5645	2
5281	6320	1
5281	6697	1
5281	7184	2
5281	7187	3
5281	7253	1
5281	7730	8
5281	7829	2
5281	7837	1
5281	7838	1
5281	7840	2
5281	7843	3
5281	7845	3
5281	7848	2
5281	9386	1
5281	9819	3
5281	10058	1
5340	5407	2
5340	5630	1
5340	5634	1
5340	5639	1
5340	5643	2
5340	5645	2
5340	6238	1
5340	6697	2
5340	7137	2
5340	7188	2
